id_emprendedor,fecha_nacimiento,id_genero,id_ciudad,email,id_situacion_laboral,tipo_identificacion,id_nivel_academico,id_usuario,id_ciudad_nacimiento,fecha_registro_perfil,estado_emprendedor,uso_datos,latitud,longitud,pais_natal,estado_civil,carnet_discapacidad,id_estado_civil,id_etnia,parroquia,sector,empresa_labora,empresa_cargo,emprendimiento_nombre,emprendimiento_categoria,emprendimiento_red_social
23635,2002-04-05,2,100,hotmail.com,4,C,4,NULL,9536,"2024-07-12 18:25:22",A,NULL,NULL,NULL,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23637,1989-07-01,1,100,hotmail.com,5,C,2,NULL,9536,"2024-07-13 04:24:29",A,NULL,NULL,NULL,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23643,NULL,2,NULL,gmail.com,NULL,C,NULL,NULL,9536,"2024-07-13 21:21:54",A,NULL,NULL,NULL,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23649,2004-10-02,1,100,gmail.com,4,C,4,NULL,104263,"2024-07-14 04:13:44",A,NULL,NULL,NULL,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23651,NULL,2,NULL,gail.com,NULL,C,NULL,NULL,9536,"2024-07-14 12:31:04",A,NULL,NULL,NULL,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23655,NULL,2,NULL,gmail.com,NULL,C,NULL,NULL,9536,"2024-07-14 15:26:07",A,NULL,NULL,NULL,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23658,2002-07-05,2,100,gmail.com,1,C,4,NULL,9536,"2024-07-14 13:24:26",A,NULL,NULL,NULL,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23660,1996-07-13,1,100,gmail.com,3,C,4,NULL,103968,"2024-07-14 17:54:43",A,NULL,NULL,NULL,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23665,2003-07-29,1,100,gmail.com,5,C,3,NULL,9536,"2024-07-15 06:55:44",A,NULL,NULL,NULL,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23670,1985-09-17,2,100,gmail.com,5,C,4,NULL,9536,"2024-07-15 08:38:30",A,NULL,NULL,NULL,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23672,1998-04-04,1,203,hotmail.com,5,C,2,NULL,7902,"2024-07-15 09:02:01",A,NULL,NULL,NULL,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23674,1994-01-21,1,109,outlook.com,4,C,3,NULL,101487,"2024-07-15 15:00:49",A,NULL,NULL,NULL,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23678,NULL,2,NULL,gmail.com,NULL,C,NULL,NULL,171544,"2024-07-15 16:57:19",A,NULL,NULL,NULL,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23682,1996-04-06,2,100,gmail.com,3,C,4,NULL,9536,"2024-07-15 14:59:12",A,NULL,NULL,NULL,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23684,1970-03-12,2,100,hotmail.com,5,C,3,NULL,9536,"2024-07-15 16:08:24",A,NULL,NULL,NULL,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23687,1986-06-18,1,100,hotmail.com,3,C,3,NULL,9536,"2024-07-15 17:44:38",A,NULL,NULL,NULL,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23688,2004-05-26,2,100,gmail.com,4,C,4,NULL,9536,"2024-07-15 18:16:20",A,NULL,NULL,NULL,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23689,1988-05-31,2,100,gmail.com,4,P,4,NULL,7337,"2024-07-15 18:35:26",A,NULL,NULL,NULL,VE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23690,1998-01-18,1,100,gmail.com,1,P,4,NULL,6529,"2024-07-15 18:39:21",A,NULL,NULL,NULL,VE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23691,1994-03-15,2,100,gmail.com,3,C,2,NULL,104459,"2024-07-15 18:47:25",A,NULL,NULL,NULL,VE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23692,NULL,2,NULL,gmail.com,NULL,C,NULL,NULL,9536,"2024-07-16 00:06:39",A,NULL,NULL,NULL,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23693,NULL,2,NULL,hotmail.com,NULL,C,NULL,NULL,9536,"2024-07-16 00:46:23",A,NULL,NULL,NULL,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23694,1995-10-18,1,100,gmail.com,5,C,4,NULL,7337,"2024-07-16 01:03:53",A,NULL,NULL,NULL,VE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23698,1987-04-15,1,100,gmail.com,2,C,4,NULL,7337,"2024-07-16 04:38:39",A,NULL,NULL,NULL,VE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23699,1997-11-14,1,100,gmail.com,5,C,4,NULL,9536,"2024-07-16 05:48:34",A,NULL,NULL,NULL,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23702,1996-04-18,2,100,gmail.com,3,P,2,NULL,6529,"2024-07-16 06:50:29",A,NULL,NULL,NULL,VE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23703,1996-08-06,1,100,gmail.com,5,C,2,NULL,9536,"2024-07-16 07:16:46",A,NULL,NULL,NULL,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23705,1973-06-15,2,100,gmail.com,1,C,1,NULL,6610,"2024-07-16 08:33:37",A,NULL,NULL,NULL,VE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23707,2004-09-25,2,100,gmail.com,5,C,2,NULL,9536,"2024-07-16 09:31:28",A,NULL,NULL,NULL,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23709,1970-02-13,2,100,gmail.com,4,C,3,NULL,11632,"2024-07-16 10:02:49",A,NULL,NULL,NULL,VE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23713,1993-03-17,2,160,live.com,5,C,4,NULL,201595,"2024-07-16 14:31:58",A,NULL,NULL,NULL,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23714,1995-08-06,1,100,gmail.com,5,C,2,NULL,9536,"2024-07-16 15:41:54",A,NULL,NULL,NULL,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23716,NULL,1,NULL,hotmail.com,NULL,C,NULL,NULL,9536,"2024-07-16 21:12:42",A,NULL,NULL,NULL,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23717,NULL,2,NULL,hotmail.com,NULL,C,NULL,NULL,207416,"2024-07-16 21:21:43",A,NULL,NULL,NULL,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23718,NULL,2,NULL,hotmail.com,NULL,C,NULL,NULL,9536,"2024-07-16 21:22:37",A,NULL,NULL,NULL,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23719,NULL,1,NULL,hotmail.com,NULL,C,NULL,NULL,196365,"2024-07-16 21:26:09",A,NULL,NULL,NULL,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23720,NULL,2,NULL,gmail.com,NULL,C,NULL,NULL,101487,"2024-07-16 21:29:06",A,NULL,NULL,NULL,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23722,NULL,1,NULL,hotmail.com,NULL,C,NULL,NULL,9536,"2024-07-16 21:43:00",A,NULL,NULL,NULL,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23724,NULL,2,NULL,gmail.com,NULL,C,NULL,NULL,103968,"2024-07-16 21:52:40",A,NULL,NULL,NULL,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23725,NULL,2,NULL,hotmail.es,NULL,C,NULL,NULL,9536,"2024-07-16 22:15:52",A,NULL,NULL,NULL,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23727,NULL,1,NULL,hotmail.com,NULL,C,NULL,NULL,9536,"2024-07-16 22:48:20",A,NULL,NULL,NULL,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23729,NULL,2,NULL,gmail.com,NULL,C,NULL,NULL,9536,"2024-07-16 22:57:23",A,NULL,NULL,NULL,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23730,NULL,2,NULL,hotmail.com,NULL,C,NULL,NULL,9536,"2024-07-16 23:01:27",A,NULL,NULL,NULL,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23731,NULL,1,NULL,hotmail.com,NULL,C,NULL,NULL,9536,"2024-07-16 23:14:38",A,NULL,NULL,NULL,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23732,NULL,2,NULL,gmail.com,NULL,C,NULL,NULL,9536,"2024-07-16 23:18:02",A,NULL,NULL,NULL,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23733,NULL,2,NULL,hotmail.com,NULL,C,NULL,NULL,9536,"2024-07-16 23:20:06",A,NULL,NULL,NULL,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23735,2000-04-28,1,100,gmail.com,1,C,2,NULL,115122,"2024-07-16 19:49:39",A,NULL,NULL,NULL,VE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23736,NULL,2,NULL,hotmail.com,NULL,C,NULL,NULL,9536,"2024-07-17 03:26:51",A,NULL,NULL,NULL,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23737,NULL,2,NULL,hotmail.com,NULL,C,NULL,NULL,9536,"2024-07-17 07:08:34",A,NULL,NULL,NULL,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23738,NULL,1,NULL,hotmail.com,NULL,C,NULL,NULL,9536,"2024-07-17 07:13:25",A,NULL,NULL,NULL,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23739,NULL,1,NULL,gmail.com,NULL,C,NULL,NULL,13299,"2024-07-17 08:22:38",A,NULL,NULL,NULL,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23740,1982-05-26,2,100,gmail.com,4,C,3,NULL,102998,"2024-07-17 04:23:08",A,NULL,NULL,NULL,VE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23741,1985-07-05,2,100,gmail.com,5,C,3,NULL,102998,"2024-07-17 04:31:19",A,NULL,NULL,NULL,VE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23742,1980-01-31,2,100,hotmail.com,5,C,2,NULL,7337,"2024-07-17 04:33:11",A,NULL,NULL,NULL,VE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23743,NULL,1,NULL,gmail.com,NULL,C,NULL,NULL,14609,"2024-07-17 10:00:54",A,NULL,NULL,NULL,CU,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23744,2000-02-08,1,100,gmail.com,5,C,2,NULL,9536,"2024-07-17 05:20:07",A,NULL,NULL,NULL,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23745,NULL,1,NULL,gmail.com,NULL,C,NULL,NULL,13295,"2024-07-17 10:41:37",A,NULL,NULL,NULL,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23746,1998-11-06,1,114,gmail.com,5,C,3,NULL,9536,"2024-07-17 05:53:35",A,NULL,NULL,NULL,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23747,NULL,1,NULL,hotmail.com,NULL,C,NULL,NULL,9536,"2024-07-17 11:02:03",A,NULL,NULL,NULL,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23748,NULL,2,NULL,outlook.com,NULL,C,NULL,NULL,9536,"2024-07-17 11:04:25",A,NULL,NULL,NULL,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23749,NULL,1,NULL,gmail.com,NULL,C,NULL,NULL,9536,"2024-07-17 11:22:55",A,NULL,NULL,NULL,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23753,1998-01-05,2,100,gmail.com,1,C,5,NULL,9536,"2024-07-17 12:45:53",A,NULL,NULL,NULL,EC,NULL,NULL,32,106,TARQUI,BELLAVISTA,NULL,NULL,NULL,NULL,NULL
23755,NULL,1,NULL,live.com,NULL,C,NULL,NULL,9536,"2024-07-17 14:01:09",A,NULL,NULL,NULL,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23756,NULL,2,NULL,hotmail.com,NULL,C,NULL,NULL,9536,"2024-07-17 14:03:28",A,NULL,NULL,NULL,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23757,NULL,1,NULL,hotmail.com,NULL,C,NULL,NULL,9536,"2024-07-17 14:07:41",A,NULL,NULL,NULL,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23759,NULL,2,NULL,hotmail.com,NULL,C,NULL,NULL,9536,"2024-07-17 14:26:29",A,NULL,NULL,NULL,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23760,NULL,1,NULL,gmail.com,NULL,C,NULL,NULL,9536,"2024-07-17 14:29:58",A,NULL,NULL,NULL,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23761,1998-01-13,2,100,hotmail.com,1,C,4,NULL,9536,"2024-07-17 10:24:25",A,SI,NULL,NULL,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Encantos del corazón ",8,"https://www.instagram.com/encantosdelcorazonbymari/profilecard/?igsh=MTVmZ3UxMmljZmEwZA== , https://www.instagram.com/encantos.ec_/"
23763,1978-04-15,2,100,gmail.com,3,C,4,NULL,7337,"2024-07-17 11:02:14",A,NULL,NULL,NULL,VE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sinergia,8,"Sinergia.genesis@gmail.com "
23764,1994-03-21,1,100,gmail.com,5,C,4,NULL,9536,"2024-07-17 11:15:00",A,NULL,NULL,NULL,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23765,1997-01-15,1,199,gmail.com,5,C,4,NULL,10340,"2024-07-17 16:26:21",A,SI,NULL,NULL,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AGROPRODUCE,4,https://www.facebook.com/share/16MFVgypzB/
23766,1988-05-27,1,100,gmail.com,3,C,4,NULL,131918,"2024-07-17 11:57:17",A,NULL,NULL,NULL,VE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23767,1959-11-10,2,100,hotmail.com,5,C,4,NULL,9536,"2024-07-17 12:25:05",A,NULL,NULL,NULL,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23768,1981-12-12,2,100,gmail.com,4,C,2,NULL,161835,"2024-07-17 13:08:27",A,NULL,NULL,NULL,CO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23770,1973-09-13,2,106,gmail.com,5,C,1,NULL,104261,"2024-07-17 14:05:31",A,NULL,NULL,NULL,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bisuteria y Pastelería.",8,deliart993
23771,1989-11-08,2,100,gmail.com,5,P,1,NULL,6529,"2024-07-17 14:09:22",A,NULL,NULL,NULL,VE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23772,1968-12-22,2,100,hotmail.com,1,C,4,NULL,9536,"2024-07-17 14:21:52",A,NULL,NULL,NULL,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"NUBE DE. SABORES",3,"FB INSTAGRAN"
23773,1990-09-10,1,100,hotmail.com,5,C,4,NULL,9536,"2024-07-17 14:42:16",A,NULL,NULL,NULL,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23777,NULL,2,NULL,hotmail.com,NULL,C,NULL,NULL,103968,"2024-07-18 00:59:17",A,NULL,NULL,NULL,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23778,1994-11-02,2,100,outlook.com,5,C,2,NULL,9536,"2024-07-18 06:21:57",A,NULL,NULL,NULL,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23779,1993-02-07,1,100,outlook.com,5,C,4,NULL,9536,"2024-07-18 06:32:28",A,NULL,NULL,NULL,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23780,1966-11-18,1,100,gmail.com,6,C,4,NULL,9536,"2024-07-18 06:58:23",A,NULL,NULL,NULL,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23784,1983-02-14,1,100,gmail.com,3,C,2,NULL,132080,"2024-07-18 11:07:02",A,NULL,NULL,NULL,VE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23785,1985-12-18,2,100,gmail.com,3,C,2,NULL,132080,"2024-07-18 11:11:41",A,NULL,NULL,NULL,VE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23786,NULL,1,NULL,hotmail.com,NULL,C,NULL,NULL,9536,"2024-07-18 16:53:42",A,NULL,NULL,NULL,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23787,1958-02-25,2,100,hotmail.es,6,C,5,NULL,9536,"2024-07-18 11:55:59",A,NULL,NULL,NULL,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23788,1986-05-20,1,100,hotmail.com,3,C,4,NULL,9536,"2024-07-18 13:11:57",A,NULL,NULL,NULL,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23789,NULL,2,NULL,gmail.com,NULL,C,NULL,NULL,9536,"2024-07-18 18:45:34",A,SI,NULL,NULL,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Freaklandstore,6,"@freaklandstore @scarliethchan"
23793,2001-06-26,1,100,gmail.com,5,C,4,NULL,9536,"2024-07-19 00:58:20",A,NULL,NULL,NULL,EC,NULL,NULL,32,106,TARQUI,"LOMAS DE LA FLORIDA",NULL,NULL,NULL,NULL,NULL
23794,NULL,1,NULL,hotmail.com,NULL,C,NULL,NULL,7902,"2024-07-19 07:20:05",A,NULL,NULL,NULL,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23799,NULL,2,NULL,kobesushi.com.ec,NULL,C,NULL,NULL,7902,"2024-07-19 10:39:05",A,NULL,NULL,NULL,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23800,NULL,1,NULL,hotmail.com,NULL,C,NULL,NULL,9536,"2024-07-19 10:57:00",A,NULL,NULL,NULL,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23801,1995-11-13,1,100,gmail.com,3,C,2,NULL,6529,"2024-07-19 08:19:51",A,NULL,NULL,NULL,VE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23802,1990-02-24,2,100,gmail.com,4,P,2,NULL,104800,"2024-07-19 08:52:42",A,NULL,NULL,NULL,VE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23803,1975-11-30,2,100,gmail.com,4,C,3,NULL,9536,"2024-07-19 10:21:45",A,NULL,NULL,NULL,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23804,NULL,2,NULL,hotmail.com,NULL,C,NULL,NULL,9536,"2024-07-19 15:30:33",A,NULL,NULL,NULL,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23807,2002-08-20,2,100,gmail.com,5,C,2,NULL,9536,"2024-07-19 11:12:15",A,NULL,NULL,NULL,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23808,NULL,1,NULL,hotmail.com,NULL,C,NULL,NULL,9536,"2024-07-19 17:52:18",A,NULL,NULL,NULL,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23809,NULL,1,NULL,hotmail.com,NULL,C,NULL,NULL,9536,"2024-07-19 17:55:52",A,NULL,NULL,NULL,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23810,2003-09-16,2,100,gmail.com,3,P,2,NULL,115122,"2024-07-19 13:15:49",A,NULL,NULL,NULL,VE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23812,1992-02-15,2,100,gmail.com,3,C,4,NULL,9536,"2024-07-19 16:01:11",A,NULL,NULL,NULL,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23813,NULL,2,NULL,hotmail.com,NULL,C,NULL,NULL,13295,"2024-07-19 22:34:27",A,NULL,NULL,NULL,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23814,1961-03-09,2,100,hotmail.com,5,C,4,NULL,9536,"2024-07-19 18:00:06",A,NULL,NULL,NULL,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23815,1981-06-01,2,100,gmail.com,1,C,5,NULL,9536,"2024-07-20 06:25:24",A,NULL,NULL,NULL,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23817,1969-04-02,1,125,yahoo.com,4,C,6,NULL,14728,"2024-07-20 07:57:17",A,NULL,NULL,NULL,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23818,NULL,1,NULL,hotmail.com,NULL,C,NULL,NULL,9536,"2024-07-20 18:14:03",A,NULL,NULL,NULL,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23819,NULL,2,NULL,gmail.com,NULL,C,NULL,NULL,9536,"2024-07-20 21:03:22",A,NULL,NULL,NULL,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23820,NULL,1,NULL,outlook.com,NULL,C,NULL,NULL,9536,"2024-07-20 21:54:22",A,NULL,NULL,NULL,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23821,2000-02-04,1,151,hotmail.com,5,C,4,NULL,101484,"2024-07-20 17:56:14",A,NULL,NULL,NULL,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23822,2000-12-17,2,100,gmail.com,5,C,4,NULL,9536,"2024-07-20 23:03:55",A,NULL,NULL,NULL,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23823,NULL,2,NULL,gmail.com,NULL,C,NULL,NULL,9536,"2024-07-21 12:41:24",A,NULL,NULL,NULL,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23825,NULL,2,NULL,hotmail.com,NULL,C,NULL,NULL,9536,"2024-07-21 18:35:11",A,NULL,NULL,NULL,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23826,NULL,2,NULL,yahoo.es,NULL,C,NULL,NULL,9536,"2024-07-21 18:39:17",A,NULL,NULL,NULL,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23827,1998-01-14,2,100,gmail.com,3,P,2,NULL,101487,"2024-07-21 13:59:40",A,NULL,NULL,NULL,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23828,1990-01-31,1,100,espol.edu.ec,2,C,4,NULL,9536,"2024-07-21 14:17:15",A,NULL,NULL,NULL,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23831,1992-07-15,1,100,outlook.com,5,C,4,NULL,9536,"2024-07-21 18:00:20",A,NULL,NULL,NULL,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23832,2005-03-08,1,100,hotmail.com,4,C,2,NULL,9536,"2024-07-21 23:27:14",I,NULL,NULL,NULL,EC,NULL,NULL,32,110,XOMENA,SUR,NULL,NULL,NULL,NULL,NULL
23837,1995-10-02,2,100,gmail.com,5,C,4,NULL,9536,"2024-07-22 09:02:04",A,NULL,NULL,NULL,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23838,NULL,1,NULL,hotmail.com,NULL,C,NULL,NULL,9536,"2024-07-22 15:05:09",A,NULL,NULL,NULL,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23840,NULL,2,NULL,gmail.com,NULL,C,NULL,NULL,104262,"2024-07-22 15:20:58",A,NULL,NULL,NULL,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23843,NULL,1,NULL,gmail.com,NULL,C,NULL,NULL,9536,"2024-07-22 18:32:17",A,NULL,NULL,NULL,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23844,NULL,1,NULL,yahoo.com,NULL,C,NULL,NULL,9536,"2024-07-22 18:36:15",A,NULL,NULL,NULL,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23845,NULL,2,NULL,hotmail.com,NULL,C,NULL,NULL,9536,"2024-07-22 18:37:31",A,NULL,NULL,NULL,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23846,NULL,1,NULL,hotmail.com,NULL,C,NULL,NULL,9536,"2024-07-22 18:53:50",A,NULL,NULL,NULL,EC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
