id_registro_actividad,id_persona,tipo,fecha,hora_inicio,estado_asistencia_actividad,tema,id_evento,hora_fin,id_motivo_cancelar,id_tipo_asistencia,id_usuario_can,fecha_inscripcion_actividad,fecha_cancelacion,id_usuario_registro,id_registro_formulario
10777,25897,TALLER,2024-10-23,10:00,AG,"Taller Salvando la Vida de Mi PC",392,11:30,NULL,1,NULL,"2024-10-22 06:58:21",NULL,3486,NULL
10780,25900,TALLER,2024-10-23,10:00,AG,"Taller Salvando la Vida de Mi PC",392,11:30,NULL,1,NULL,"2024-10-22 07:29:22",NULL,3486,NULL
19338,25900,TALLER,2025-02-12,10:00,AG,"TALLER SALVANDO LA VIDA DE MI PC",457,11:30,NULL,1,NULL,"2025-04-03 16:18:36",NULL,19714,699
10782,25901,TALLER,2024-10-23,10:00,AG,"Taller Salvando la Vida de Mi PC",392,11:30,NULL,1,NULL,"2024-10-22 07:30:37",NULL,3486,NULL
10785,25904,TALLER,2024-10-23,10:00,AG,"Taller Salvando la Vida de Mi PC",392,11:30,NULL,1,NULL,"2024-10-22 07:43:39",NULL,3486,NULL
10786,25905,TALLER,2024-10-23,10:00,AG,"Taller Salvando la Vida de Mi PC",392,11:30,NULL,1,NULL,"2024-10-22 07:48:04",NULL,3486,NULL
10789,25906,TALLER,2024-10-23,10:00,AG,"Taller Salvando la Vida de Mi PC",392,11:30,NULL,1,NULL,"2024-10-22 08:26:03",NULL,3486,NULL
10790,25907,TALLER,2024-10-23,10:00,AG,"Taller Salvando la Vida de Mi PC",392,11:30,NULL,1,NULL,"2024-10-22 08:29:46",NULL,3486,NULL
48095,25907,EVENTO,2026-04-08,14:00,AG,"WEBINAR INFORMATIVO: CONVOCATORIA EMPRENDIMIENTOS TECNOLÓGICOS",1054,15:00,NULL,2,NULL,"2026-04-07 17:36:13",NULL,20517,25560
10817,25908,TALLER,2024-10-29,09:30,CA,"Constitución de compañías y sus obligaciones",394,11:30,5,1,19028,"2024-10-23 11:01:32","2024-10-23 11:01:48",19028,NULL
10818,25908,TALLER,2024-11-27,09:00,CA,"La energía solar como una solución a la crisis energética",390,12:00,5,1,19028,"2024-10-23 11:07:34","2024-10-23 11:08:20",19028,NULL
10824,25908,TALLER,2024-10-29,09:30,CA,"Constitución de compañías y sus obligaciones",394,11:30,5,1,19028,"2024-10-24 13:25:23","2024-10-29 03:55:27",19028,NULL
10825,25908,TALLER,2024-11-27,09:00,CA,"La energía solar como una solución a la crisis energética",390,12:00,5,1,19028,"2024-10-24 13:26:23","2024-10-26 09:00:21",19028,NULL
10859,25908,TALLER,2024-10-27,20:30,AG,"Feria Reactivación Calle Panamá",395,20:40,NULL,1,NULL,"2024-10-26 08:58:37",NULL,19028,NULL
11166,25908,TALLER,2024-11-13,10:00,AG,"Importancia del etiquetado de los alimentos procesados para consumo humano ",398,11:00,NULL,1,NULL,"2024-11-07 05:03:06",NULL,19028,NULL
11197,25908,TALLER,2024-11-28,10:00,AG,"REGISTRO Y GESTIÓN EXITOSA DE MARCAS PARA EMPRENDEDORES",404,11:30,NULL,1,NULL,"2024-11-08 06:42:20",NULL,19028,NULL
11740,25908,TALLER,2024-11-25,09:00,AG,"EMPRESAPIENS DE FOTOGRAFÍA  EDICIÓN DE FOTOS Y VIDEOS",411,11:00,NULL,1,NULL,"2024-11-18 04:58:31",NULL,19028,NULL
11741,25908,TALLER,2024-12-02,10:00,AG,"EMPRESAPIENS TRANSFORMA TU IMAGEN DE MARCA A PROFESIONAL",412,12:00,NULL,1,NULL,"2024-11-18 04:58:41",NULL,19028,NULL
11868,25908,TALLER,2024-11-22,10:00,AG,"Conversatorio Semana del Emprendimiento",413,11:30,NULL,1,NULL,"2024-11-20 13:32:03",NULL,19028,NULL
12519,25908,TALLER,2024-12-09,15:00,AG,"TALLER HABILIDADES SOCIALES PARA EMPRENDEDORES / EMPRENDIENDO USANDO RELACIONES PÚBLICAS EFICIENTEMENTE",424,17:00,NULL,1,NULL,"2024-12-03 14:35:13",NULL,19028,NULL
12520,25908,TALLER,2024-12-11,00:00,AG,"TALLER FINANZAS ONLINE",427,00:05,NULL,2,NULL,"2024-12-03 14:35:41",NULL,19028,NULL
12521,25908,TALLER,2024-12-17,10:00,AG,"TALLER ENCUENTRA TU CLIENTE IDEAL / CHATGPT  EL PRIMER COLABORADOR DE TU EMPRENDIMIENTO",426,10:01,NULL,1,NULL,"2024-12-03 14:35:54",NULL,19028,NULL
12531,25908,TALLER,2024-12-19,08:00,AG,"CAPACITACION SRI-RIMPE",429,14:00,NULL,2,NULL,"2024-12-03 23:40:08",NULL,19028,NULL
34486,25908,EVENTO,2025-08-25,10:00,AG,"ELABORACION DE CV Y MANEJO EFECTIVO DE PORTALES LABORALES (25  26 Y 27)",616,12:00,NULL,1,NULL,"2025-08-26 15:21:26",NULL,20517,14276
39287,25908,TALLER,2025-10-19,10:00,AG,"CONVOCATORIA PARA FERIA DE EMPRENDIMIENTO PEATONALIZACIÓN DE CALLE PANAMÁ",752,17:00,NULL,1,NULL,"2025-10-15 16:46:25",NULL,19028,NULL
39288,25908,TALLER,2026-01-01,08:30,AG,"INSCRIPCION HUELLA EPICO",722,17:00,NULL,1,NULL,"2025-10-15 16:49:46",NULL,19028,NULL
49802,25912,CAPACITACION,2026-05-20,11:00,AG,"CAPACITACIÓN: ¿ESTOY GANANDO? APRENDE A CALCULAR EL COSTO REAL DE TU PRODUCTO",1089,13:00,NULL,1,NULL,"2026-05-18 19:29:48",NULL,20517,27580
10799,25913,TALLER,2024-10-23,10:00,AG,"Taller Salvando la Vida de Mi PC",392,11:30,NULL,1,NULL,"2024-10-22 13:23:33",NULL,3486,NULL
10802,25915,TALLER,2024-10-23,10:00,AG,"Taller Salvando la Vida de Mi PC",392,11:30,NULL,1,NULL,"2024-10-22 15:25:18",NULL,3486,NULL
10805,25916,TALLER,2024-10-23,10:00,AG,"Taller Salvando la Vida de Mi PC",392,11:30,NULL,1,NULL,"2024-10-22 15:46:42",NULL,3486,NULL
17399,25917,EVENTO,2025-03-28,10:00,AG,"JORNADA DE REVISIÓN DE PRODUCTOS",492,15:00,NULL,1,NULL,"2025-03-13 00:53:47",NULL,3486,NULL
10806,25918,TALLER,2024-10-23,10:00,AG,"Taller Salvando la Vida de Mi PC",392,11:30,NULL,1,NULL,"2024-10-22 16:38:11",NULL,3486,NULL
10807,25919,TALLER,2024-10-23,10:00,AG,"Taller Salvando la Vida de Mi PC",392,11:30,NULL,1,NULL,"2024-10-22 17:19:25",NULL,3486,NULL
10808,25920,TALLER,2024-10-23,10:00,AG,"Taller Salvando la Vida de Mi PC",392,11:30,NULL,1,NULL,"2024-10-22 17:22:50",NULL,3486,NULL
40345,25920,EVENTO,2025-11-08,14:00,AG,"TORNEO > FREEFIRE (MOBILE) (SABADO)",823,17:00,NULL,1,NULL,"2025-11-05 11:19:45",NULL,22143,19168
10809,25921,TALLER,2024-10-23,10:00,AG,"Taller Salvando la Vida de Mi PC",392,11:30,NULL,1,NULL,"2024-10-22 17:45:51",NULL,3486,NULL
10810,25922,TALLER,2024-10-23,10:00,CA,"Taller Salvando la Vida de Mi PC",392,11:30,5,1,19034,"2024-10-22 17:53:49","2024-10-22 18:09:20",3486,NULL
10811,25923,TALLER,2024-10-23,10:00,AG,"Taller Salvando la Vida de Mi PC",392,11:30,NULL,1,NULL,"2024-10-22 19:01:16",NULL,3486,NULL
10812,25924,TALLER,2024-10-23,10:00,AG,"Taller Salvando la Vida de Mi PC",392,11:30,NULL,1,NULL,"2024-10-22 19:01:34",NULL,3486,NULL
37088,25929,EVENTO,2025-09-23,09:00,AG,"INVITACION PARA EXPANDHUB 2025",678,18:00,NULL,1,NULL,"2025-09-19 12:32:43",NULL,20517,16714
37221,25929,TALLER,2025-09-28,10:00,AG,"CONVOCATORIA RUTA CENTRO 28 DE SEPTIEMBRE",690,17:00,NULL,1,NULL,"2025-09-22 14:07:37",NULL,19038,NULL
11164,25931,"FERIAS CE",2024-11-06,08:00,AG,"FERIA IMPULSO EPICO TERMINAL TERRESTRE",399,23:59,NULL,1,NULL,"2024-11-07 01:48:08",NULL,3486,NULL
13756,25931,EVENTO,2025-01-13,14:00,AG,"EMPRESAPIENS MARKETING DIGITAL",428,16:00,NULL,1,NULL,"2025-01-12 11:10:58",NULL,3486,NULL
39112,25931,TALLER,2026-01-01,08:30,AG,"INSCRIPCION HUELLA EPICO",722,17:00,NULL,1,NULL,"2025-10-12 11:51:57",NULL,19040,NULL
10821,25933,TALLER,2024-10-23,10:00,AG,"Taller Salvando la Vida de Mi PC",392,11:30,NULL,1,NULL,"2024-10-23 14:56:10",NULL,3486,NULL
10914,25935,"FERIAS CE",2024-10-27,20:30,AG,"Feria Reactivación Calle Panamá",395,20:40,NULL,1,NULL,"2024-10-26 12:03:16",NULL,3486,NULL
11013,25935,TALLER,2024-10-29,09:30,AG,"Constitución de compañías y sus obligaciones",394,11:30,NULL,1,NULL,"2024-10-28 11:56:18",NULL,3486,NULL
14099,25935,"FERIAS CE",2025-01-27,13:00,AG,"Convocatoria para Emprendedores Punto ÉPICO - Calle Panamá y Luzarraga!",451,14:00,NULL,1,NULL,"2025-01-27 14:14:21",NULL,3486,NULL
15860,25935,"FERIAS CE",2025-02-19,15:00,AG,"FERIA FAMILY DAY - PLAZA GUAYARTE",473,15:30,NULL,1,NULL,"2025-02-19 16:24:07",NULL,3486,NULL
18726,25935,"FERIAS CE",2025-03-30,10:00,AG,"FERIA DE EMPRENDIMIENTO PEATONALIZACIÓN DE CALLE PANAMÁ",518,17:00,NULL,1,NULL,"2025-03-27 08:39:29",NULL,3486,NULL
20348,25935,"FERIAS CE",2025-04-27,09:00,AG,"CONVOCATORIA PARA FERIA DE EMPRENDIMIENTO PEATONALIZACIÓN DE CALLE PANAMÁ",544,16:00,NULL,1,NULL,"2025-04-21 15:29:59",NULL,3486,NULL
20661,25935,"FERIAS CE",2025-05-04,08:30,AG,"CONVOCATORIA PARA FERIA RUTA CENTRO",555,10:30,NULL,1,NULL,"2025-04-29 16:40:44",NULL,20517,2063
29080,25935,"FERIAS CE",2025-06-14,09:00,AG,"CONVOCATORIA PARA FERIA DIA DEL PADRE",574,17:00,NULL,1,NULL,"2025-05-28 16:34:47",NULL,20517,8173
30019,25935,"FERIAS CE",2025-06-22,10:00,AG,"CONVOCATORIA FERIA RUTA CENTRO CALLE PANAMA",590,17:00,NULL,1,NULL,"2025-06-17 03:21:11",NULL,20517,9272
31544,25935,"FERIAS CE",2025-07-20,10:00,AG,"RUTA CENTRO 20 DE JULIO",609,17:00,NULL,1,NULL,"2025-07-16 00:10:36",NULL,20517,11288
32027,25935,"FERIAS CE",2025-07-27,10:00,AG,"CONVOCATORIA RUTA CENTRO 27 DE JULIO",610,17:00,NULL,1,NULL,"2025-07-22 00:04:40",NULL,20517,11899
32367,25935,"FERIAS CE",2025-08-03,10:00,AG,"CONVOCATORIA RUTA CENTRO 03 DE AGOSTO",629,17:00,NULL,1,NULL,"2025-07-30 14:46:06",NULL,20517,12195
36509,25935,TALLER,2025-09-21,10:00,AG,"CONOVOCATORIA RUTA CENTRO 21 DE SEPTIEMBRE",669,17:00,NULL,1,NULL,"2025-09-15 22:13:37",NULL,19043,NULL
36590,25935,SERVICIO,2025-09-17,09:00,AG,"CONVOCATORIA PARA FOTOGRAFIA DE PRODUCTO",658,14:00,NULL,1,NULL,"2025-09-16 10:44:27",NULL,20517,16067
47687,25935,TALLER,2026-04-07,13:00,AG,"EPICO AL BARRIO CAPACITACION JOVENES DIGITALES",1028,15:00,NULL,1,NULL,"2026-03-30 20:45:38",NULL,20517,25278
10828,25941,TALLER,2024-10-27,20:30,AG,"Feria Reactivación Calle Panamá",395,20:40,NULL,1,NULL,"2024-10-26 04:56:55",NULL,19049,NULL
10829,25941,TALLER,2024-10-29,09:30,AG,"Constitución de compañías y sus obligaciones",394,11:30,NULL,1,NULL,"2024-10-26 05:01:36",NULL,19049,NULL
11239,25941,EVENTO,2024-11-12,10:00,AG,"Estrategias de Marketing Digital para Emprendedores",400,11:30,NULL,1,NULL,"2024-11-08 12:28:29",NULL,15369,NULL
11240,25941,EVENTO,2024-11-19,10:00,AG,"Gestión de Logística y Entrega de Productos",401,11:30,NULL,1,NULL,"2024-11-08 12:28:30",NULL,15369,NULL
11241,25941,EVENTO,2024-11-21,10:00,AG,"Revisión de Productos",402,11:30,NULL,1,NULL,"2024-11-08 12:28:32",NULL,15369,NULL
11242,25941,EVENTO,2024-11-26,10:00,AG,"Fijación de Precios y Estrategias Comerciales",403,11:30,NULL,1,NULL,"2024-11-08 12:28:33",NULL,15369,NULL
11243,25941,TALLER,2024-11-28,10:00,AG,"REGISTRO Y GESTIÓN EXITOSA DE MARCAS PARA EMPRENDEDORES",404,11:30,NULL,1,NULL,"2024-11-08 12:30:09",NULL,19049,NULL
12579,25941,TALLER,2024-12-08,09:00,CA," FERIA EN PARQUE FORESTAL",423,17:00,5,1,19049,"2024-12-06 11:48:53","2024-12-06 17:11:37",19049,NULL
12580,25941,TALLER,2024-12-11,00:00,AG,"TALLER FINANZAS PARA LA TEMPORADA DE REGALOS",427,00:05,NULL,2,NULL,"2024-12-06 11:49:24",NULL,19049,NULL
12581,25941,TALLER,2024-12-13,08:30,AG,"SERVICIO FOTOGRAFIA PRODUCTOS3",431,16:30,NULL,1,NULL,"2024-12-06 11:49:45",NULL,19049,NULL
12639,25941,"FERIAS CE",2024-12-08,09:00,AG," FERIA EN PARQUE FORESTAL",423,17:00,NULL,1,NULL,"2024-12-06 17:12:15",NULL,3486,NULL
20411,25941,"FERIAS CE",2025-04-27,09:00,AG,"CONVOCATORIA PARA FERIA DE EMPRENDIMIENTO PEATONALIZACIÓN DE CALLE PANAMÁ",544,16:00,NULL,1,NULL,"2025-04-21 16:26:45",NULL,3486,NULL
20755,25941,TALLER,2025-05-09,11:00,AG,"CONVOCATORIA PARA FERIA DIA DE LAS MADRES",554,17:00,NULL,1,NULL,"2025-04-29 14:36:29",NULL,19049,NULL
20757,25941,TALLER,2025-05-04,08:30,AG,"CONVOCATORIA PARA FERIA RUTA CENTRO",555,10:30,NULL,1,NULL,"2025-04-29 14:37:33",NULL,19049,NULL
29088,25941,"FERIAS CE",2025-06-14,09:00,AG,"CONVOCATORIA PARA FERIA DIA DEL PADRE",574,17:00,NULL,1,NULL,"2025-05-28 17:10:49",NULL,20517,8181
38012,25941,TALLER,2026-01-01,08:30,AG,"INSCRIPCION HUELLA EPICO",722,17:00,NULL,1,NULL,"2025-09-30 19:52:25",NULL,19049,NULL
42995,25941,TALLER,2025-12-17,10:00,AG,"FULL DAY ÉPICO",959,16:00,NULL,1,NULL,"2025-12-11 10:07:36",NULL,19049,NULL
10906,25946,"FERIAS CE",2024-10-27,20:30,AG,"Feria Reactivación Calle Panamá",395,20:40,NULL,1,NULL,"2024-10-26 10:55:59",NULL,3486,NULL
12739,25946,"FERIAS CE",2024-12-08,09:00,AG," FERIA EN PARQUE FORESTAL",423,17:00,NULL,1,NULL,"2024-12-09 14:14:37",NULL,3486,NULL
12886,25946,CAPACITACION,2024-12-19,08:00,AG,"CAPACITACION SRI - RIMPE",429,14:00,NULL,2,NULL,"2024-12-18 19:36:26",NULL,3486,NULL
15699,25946,EVENTO,2025-02-22,10:00,AG,"El Marketing del Futuro",466,11:00,NULL,1,NULL,"2025-02-19 10:44:04",NULL,15369,NULL
15700,25946,EVENTO,2025-02-22,14:00,AG,"MEJORAR TU HOJA DE VIDA",469,16:00,NULL,1,NULL,"2025-02-19 10:44:04",NULL,15369,NULL
15701,25946,EVENTO,2025-02-22,14:30,AG,"Estrategias de Marketing Digital para Emprendedores",464,15:30,NULL,1,NULL,"2025-02-19 10:44:05",NULL,15369,NULL
16550,25946,"FERIAS CE",2025-02-27,10:00,AG,"FERIA DIA DE LA MUJER CALLE PANAMA ",483,12:00,NULL,1,NULL,"2025-02-27 21:26:38",NULL,3486,NULL
10923,25949,TALLER,2024-10-27,20:30,AG,"Feria Reactivación Calle Panamá",395,20:40,NULL,1,NULL,"2024-10-27 03:30:39",NULL,19055,NULL
10928,25950,"FERIAS CE",2024-10-27,20:30,AG,"Feria Reactivación Calle Panamá",395,20:40,NULL,1,NULL,"2024-10-27 11:06:36",NULL,3486,NULL
11878,25952,EVENTO,2024-11-25,09:00,AG,"EMPRESAPIENS DE FOTOGRAFÍA  EDICIÓN DE FOTOS Y VIDEOS",411,11:00,NULL,1,NULL,"2024-11-20 19:12:05",NULL,3486,NULL
36969,25952,EVENTO,2025-09-23,09:00,AG,"INVITACION PARA EXPANDHUB 2025",678,18:00,NULL,1,NULL,"2025-09-19 10:40:59",NULL,20517,16557
50118,25952,TALLER,2026-06-12,09:00,AG,"MARKETING Y VENTAS",1098,17:00,NULL,1,NULL,"2026-05-21 22:22:40",NULL,19057,NULL
50119,25952,TALLER,2026-06-05,09:00,AG,"LOGÍSTICA E INVENTARIO",1096,17:00,NULL,1,NULL,"2026-05-21 22:25:08",NULL,19057,NULL
50120,25952,TALLER,2026-06-19,09:00,AG,"PROCESOS Y OPERACIONES",1100,17:00,NULL,1,NULL,"2026-05-21 22:25:24",NULL,19057,NULL
50121,25952,TALLER,2026-05-29,09:00,AG,"TALENTO HUMANO",1093,17:00,NULL,1,NULL,"2026-05-21 22:25:46",NULL,19057,NULL
10936,25960,TALLER,2024-10-29,09:30,AG,"Constitución de compañías y sus obligaciones",394,11:30,NULL,1,NULL,"2024-10-28 05:26:56",NULL,3486,NULL
10940,25961,"FERIAS CE",2024-10-27,20:30,AG,"Feria Reactivación Calle Panamá",395,20:40,NULL,1,NULL,"2024-10-28 05:42:45",NULL,3486,NULL
10941,25963,TALLER,2024-10-29,09:30,AG,"Constitución de compañías y sus obligaciones",394,11:30,NULL,1,NULL,"2024-10-28 06:18:26",NULL,3486,NULL
10947,25964,TALLER,2024-10-29,09:30,AG,"Constitución de compañías y sus obligaciones",394,11:30,NULL,1,NULL,"2024-10-28 06:41:54",NULL,3486,NULL
11916,25964,EVENTO,2024-11-25,09:00,AG,"EMPRESAPIENS DE FOTOGRAFÍA  EDICIÓN DE FOTOS Y VIDEOS",411,11:00,NULL,1,NULL,"2024-11-21 12:20:56",NULL,3486,NULL
11947,25964,"FERIAS CE",2024-11-23,14:00,AG,"FERIA IMPULSO PARQUE SAMANES",419,17:00,NULL,1,NULL,"2024-11-23 16:23:35",NULL,3486,NULL
10959,25966,TALLER,2024-10-29,09:30,AG,"Constitución de compañías y sus obligaciones",394,11:30,NULL,1,NULL,"2024-10-28 07:41:56",NULL,3486,NULL
10962,25967,TALLER,2024-10-29,09:30,AG,"Constitución de compañías y sus obligaciones",394,11:30,NULL,1,NULL,"2024-10-28 07:51:54",NULL,3486,NULL
10963,25968,TALLER,2024-10-29,09:30,AG,"Constitución de compañías y sus obligaciones",394,11:30,NULL,1,NULL,"2024-10-28 07:54:34",NULL,3486,NULL
11855,25968,EVENTO,2024-11-25,09:00,AG,"EMPRESAPIENS DE FOTOGRAFÍA  EDICIÓN DE FOTOS Y VIDEOS",411,11:00,NULL,1,NULL,"2024-11-20 06:43:59",NULL,3486,NULL
15907,25968,"FERIAS CE",2025-02-19,15:00,AG,"FERIA FAMILY DAY - PLAZA GUAYARTE",473,15:30,NULL,1,NULL,"2025-02-19 18:43:38",NULL,3486,NULL
10964,25970,TALLER,2024-10-29,09:30,AG,"Constitución de compañías y sus obligaciones",394,11:30,NULL,1,NULL,"2024-10-28 07:58:47",NULL,3486,NULL
10965,25972,TALLER,2024-10-29,09:30,AG,"Constitución de compañías y sus obligaciones",394,11:30,NULL,1,NULL,"2024-10-28 08:01:29",NULL,3486,NULL
10966,25973,TALLER,2024-10-29,09:30,AG,"Constitución de compañías y sus obligaciones",394,11:30,NULL,1,NULL,"2024-10-28 08:05:00",NULL,3486,NULL
15412,25974,EVENTO,2025-02-22,10:00,AG,"El Marketing del Futuro",466,11:00,NULL,1,NULL,"2025-02-18 13:00:32",NULL,15369,NULL
15413,25974,EVENTO,2025-02-22,11:00,AG,"Marca Personal",467,12:00,NULL,1,NULL,"2025-02-18 13:00:33",NULL,15369,NULL
15414,25974,EVENTO,2025-02-22,14:30,AG,"Estrategias de Marketing Digital para Emprendedores",464,15:30,NULL,1,NULL,"2025-02-18 13:00:33",NULL,15369,NULL
17184,25974,CAPACITACION,2025-03-12,08:00,AG,"Programa de Capacitación para Emprendedores ",499,13:00,NULL,2,NULL,"2025-03-12 08:10:38",NULL,3486,NULL
28072,25974,TALLER,2025-05-24,10:00,AG,"FERIAS EPICO EN EL FARO",572,17:00,NULL,1,NULL,"2025-05-20 11:07:22",NULL,19066,NULL
10967,25975,TALLER,2024-10-29,09:30,AG,"Constitución de compañías y sus obligaciones",394,11:30,NULL,1,NULL,"2024-10-28 08:11:26",NULL,3486,NULL
10968,25976,TALLER,2024-10-29,09:30,AG,"Constitución de compañías y sus obligaciones",394,11:30,NULL,1,NULL,"2024-10-28 08:14:31",NULL,3486,NULL
10969,25977,TALLER,2024-10-29,09:30,AG,"Constitución de compañías y sus obligaciones",394,11:30,NULL,1,NULL,"2024-10-28 08:14:46",NULL,3486,NULL
10970,25978,TALLER,2024-10-29,09:30,AG,"Constitución de compañías y sus obligaciones",394,11:30,NULL,1,NULL,"2024-10-28 08:15:50",NULL,3486,NULL
10972,25980,TALLER,2024-10-29,09:30,AG,"Constitución de compañías y sus obligaciones",394,11:30,NULL,1,NULL,"2024-10-28 08:17:31",NULL,3486,NULL
10973,25981,TALLER,2024-10-29,09:30,AG,"Constitución de compañías y sus obligaciones",394,11:30,NULL,1,NULL,"2024-10-28 08:17:47",NULL,3486,NULL
10974,25982,TALLER,2024-10-29,09:30,AG,"Constitución de compañías y sus obligaciones",394,11:30,NULL,1,NULL,"2024-10-28 08:21:41",NULL,3486,NULL
10975,25983,TALLER,2024-10-29,09:30,AG,"Constitución de compañías y sus obligaciones",394,11:30,NULL,1,NULL,"2024-10-28 08:28:17",NULL,3486,NULL
10976,25984,TALLER,2024-10-29,09:30,AG,"Constitución de compañías y sus obligaciones",394,11:30,NULL,1,NULL,"2024-10-28 08:32:27",NULL,3486,NULL
11046,25985,TALLER,2024-11-27,09:00,AG,"La energía solar como una solución a la crisis energética",390,12:00,NULL,1,NULL,"2024-10-29 08:03:44",NULL,19067,NULL
10977,25986,TALLER,2024-10-29,09:30,AG,"Constitución de compañías y sus obligaciones",394,11:30,NULL,1,NULL,"2024-10-28 08:44:17",NULL,3486,NULL
10979,25987,TALLER,2024-10-29,09:30,AG,"Constitución de compañías y sus obligaciones",394,11:30,NULL,1,NULL,"2024-10-28 08:44:43",NULL,3486,NULL
10980,25988,TALLER,2024-10-29,09:30,AG,"Constitución de compañías y sus obligaciones",394,11:30,NULL,1,NULL,"2024-10-28 08:49:32",NULL,3486,NULL
10982,25991,TALLER,2024-10-29,09:30,AG,"Constitución de compañías y sus obligaciones",394,11:30,NULL,1,NULL,"2024-10-28 09:07:27",NULL,3486,NULL
10983,25992,TALLER,2024-10-29,09:30,AG,"Constitución de compañías y sus obligaciones",394,11:30,NULL,1,NULL,"2024-10-28 09:11:58",NULL,3486,NULL
10985,25993,TALLER,2024-10-29,09:30,AG,"Constitución de compañías y sus obligaciones",394,11:30,NULL,1,NULL,"2024-10-28 09:14:56",NULL,3486,NULL
10986,25994,TALLER,2024-10-29,09:30,AG,"Constitución de compañías y sus obligaciones",394,11:30,NULL,1,NULL,"2024-10-28 09:15:12",NULL,3486,NULL
10987,25995,TALLER,2024-10-29,09:30,AG,"Constitución de compañías y sus obligaciones",394,11:30,NULL,1,NULL,"2024-10-28 09:27:35",NULL,3486,NULL
10989,25996,TALLER,2024-10-29,09:30,AG,"Constitución de compañías y sus obligaciones",394,11:30,NULL,1,NULL,"2024-10-28 09:39:42",NULL,3486,NULL
10990,25997,TALLER,2024-10-29,09:30,AG,"Constitución de compañías y sus obligaciones",394,11:30,NULL,1,NULL,"2024-10-28 09:43:05",NULL,3486,NULL
10991,25998,TALLER,2024-10-29,09:30,AG,"Constitución de compañías y sus obligaciones",394,11:30,NULL,1,NULL,"2024-10-28 09:49:18",NULL,3486,NULL
10992,25999,TALLER,2024-10-29,09:30,AG,"Constitución de compañías y sus obligaciones",394,11:30,NULL,1,NULL,"2024-10-28 09:49:43",NULL,3486,NULL
10993,26000,TALLER,2024-10-29,09:30,AG,"Constitución de compañías y sus obligaciones",394,11:30,NULL,1,NULL,"2024-10-28 09:57:38",NULL,3486,NULL
10995,26001,TALLER,2024-10-29,09:30,AG,"Constitución de compañías y sus obligaciones",394,11:30,NULL,1,NULL,"2024-10-28 09:59:13",NULL,3486,NULL
10996,26002,TALLER,2024-10-29,09:30,AG,"Constitución de compañías y sus obligaciones",394,11:30,NULL,1,NULL,"2024-10-28 10:06:53",NULL,3486,NULL
10997,26003,TALLER,2024-10-29,09:30,AG,"Constitución de compañías y sus obligaciones",394,11:30,NULL,1,NULL,"2024-10-28 10:11:02",NULL,3486,NULL
10998,26004,TALLER,2024-10-29,09:30,AG,"Constitución de compañías y sus obligaciones",394,11:30,NULL,1,NULL,"2024-10-28 10:14:56",NULL,3486,NULL
10999,26005,TALLER,2024-10-29,09:30,AG,"Constitución de compañías y sus obligaciones",394,11:30,NULL,1,NULL,"2024-10-28 10:19:14",NULL,3486,NULL
11000,26006,TALLER,2024-10-29,09:30,AG,"Constitución de compañías y sus obligaciones",394,11:30,NULL,1,NULL,"2024-10-28 10:31:32",NULL,3486,NULL
11001,26007,TALLER,2024-10-29,09:30,AG,"Constitución de compañías y sus obligaciones",394,11:30,NULL,1,NULL,"2024-10-28 10:32:54",NULL,3486,NULL
11002,26008,TALLER,2024-10-29,09:30,AG,"Constitución de compañías y sus obligaciones",394,11:30,NULL,1,NULL,"2024-10-28 10:33:40",NULL,3486,NULL
11003,26009,TALLER,2024-10-29,09:30,AG,"Constitución de compañías y sus obligaciones",394,11:30,NULL,1,NULL,"2024-10-28 10:40:58",NULL,3486,NULL
11004,26010,TALLER,2024-10-29,09:30,AG,"Constitución de compañías y sus obligaciones",394,11:30,NULL,1,NULL,"2024-10-28 10:48:59",NULL,3486,NULL
11006,26011,TALLER,2024-10-29,09:30,AG,"Constitución de compañías y sus obligaciones",394,11:30,NULL,1,NULL,"2024-10-28 11:03:48",NULL,3486,NULL
11007,26012,TALLER,2024-10-29,09:30,AG,"Constitución de compañías y sus obligaciones",394,11:30,NULL,1,NULL,"2024-10-28 11:08:48",NULL,3486,NULL
11008,26013,TALLER,2024-10-29,09:30,CA,"Constitución de compañías y sus obligaciones",394,11:30,3,1,19714,"2024-10-28 11:12:24","2025-04-08 16:47:21",3486,NULL
11009,26014,TALLER,2024-10-29,09:30,AG,"Constitución de compañías y sus obligaciones",394,11:30,NULL,1,NULL,"2024-10-28 11:19:06",NULL,3486,NULL
11010,26015,TALLER,2024-10-29,09:30,AG,"Constitución de compañías y sus obligaciones",394,11:30,NULL,1,NULL,"2024-10-28 11:32:35",NULL,3486,NULL
12048,26016,EVENTO,2024-11-25,09:00,AG,"EMPRESAPIENS DE FOTOGRAFÍA  EDICIÓN DE FOTOS Y VIDEOS",411,11:00,NULL,1,NULL,"2024-11-24 14:02:47",NULL,3486,NULL
12995,26016,CAPACITACION,2024-12-27,11:00,AG,"CULTURA DEL AHORRO Y MANEJO DE DEUDAS",434,12:00,NULL,2,NULL,"2024-12-26 10:08:47",NULL,3486,NULL
13204,26016,TALLER,2025-01-09,09:00,AG,"GESTIÓN DEL TIEMPO PARA EMPRENDEDORES",436,10:30,NULL,1,NULL,"2024-12-30 15:16:09",NULL,3486,NULL
